#timestamp, p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [], v_RS_R_x [m s^-1], v_RS_R_y [m s^-1], v_RS_R_z [m s^-1], b_w_RS_S_x [rad s^-1], b_w_RS_S_y [rad s^-1], b_w_RS_S_z [rad s^-1], b_a_RS_S_x [m s^-2], b_a_RS_S_y [m s^-2], b_a_RS_S_z [m s^-2],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1.40E+18,4.684597,-1.780372,1.09316,0.593533,-0.151954,-0.783664,-0.102465,0.03958,-0.002,0.183195,-0.003172,0.021267,0.078502,-0.025266,0.136696,0.075594,-0.023038346,0.217817091,0.080983277,6.161845083,0.089894292,-1.71616375
1.40E+18,4.684796,-1.780381,1.094034,0.593892,-0.151928,-0.783382,-0.102587,0.039949,-0.00152,0.166088,-0.003172,0.021267,0.078502,-0.025266,0.136696,0.075594,-0.026529005,0.200363798,0.06562438,6.055606375,0.163444167,-1.699819333
1.40E+18,4.684997,-1.780386,1.09482,0.594214,-0.151877,-0.783128,-0.102736,0.040604,-0.000572,0.148503,-0.003172,0.021267,0.078502,-0.025266,0.136696,0.075594,-0.030717795,0.187099296,0.046076692,5.973884292,0.310543917,-1.691647125
1.40E+18,4.685203,-1.780385,1.095518,0.594494,-0.151807,-0.782905,-0.102924,0.041661,0.001083,0.130566,-0.003172,0.021267,0.078502,-0.025266,0.136696,0.075594,-0.044680429,0.165457213,0.027925268,5.916678833,0.4903325,-1.699819333
1.40E+18,4.685415,-1.780374,1.096125,0.594724,-0.15173,-0.782714,-0.103158,0.04299,0.003141,0.112242,-0.003172,0.021267,0.078502,-0.025266,0.136696,0.075594,-0.059341195,0.146607657,0.011170107,5.818612333,0.506676917,-1.683474917
1.40E+18,4.685633,-1.780354,1.09664,0.594906,-0.151649,-0.782554,-0.103438,0.044293,0.005039,0.093797,-0.003172,0.021267,0.078502,-0.025266,0.136696,0.075594,-0.074700092,0.12705997,-0.003490659,5.867645583,0.433127042,-1.691647125
1.40E+18,4.685857,-1.780325,1.097063,0.595046,-0.151567,-0.782422,-0.103756,0.045406,0.006539,0.075539,-0.003172,0.021267,0.078502,-0.025266,0.136696,0.075594,-0.085870199,0.111701072,-0.014660766,5.892162208,0.335060542,-1.683474917
1.40E+18,4.686087,-1.78029,1.097395,0.59515,-0.151473,-0.782314,-0.104106,0.046347,0.007474,0.05734,-0.003172,0.021267,0.078502,-0.025266,0.136696,0.075594,-0.091455253,0.097040306,-0.032114058,5.88399,0.204305208,-1.707991542
1.40E+18,4.686321,-1.780252,1.097637,0.595221,-0.151364,-0.782232,-0.104477,0.047287,0.007799,0.039318,-0.003172,0.021267,0.078502,-0.025266,0.136696,0.075594,-0.092851516,0.083077672,-0.039793507,5.93302325,0.114410917,-1.781541417
1.40E+18,4.686513,-1.780137,1.097762,0.595268,-0.151253,-0.782167,-0.104852,0.046659,0.010528,0.020404,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.094945911,0.072605697,-0.038397244,5.916678833,0.073549875,-1.838746875
1.40E+18,4.686749,-1.780085,1.097819,0.595288,-0.151157,-0.782121,-0.105217,0.047822,0.010393,0.002402,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.095644043,0.055850536,-0.031415927,5.867645583,0.122583125,-1.789713625
1.40E+18,4.686991,-1.780033,1.097785,0.595284,-0.151076,-0.782092,-0.105571,0.048842,0.010242,-0.015957,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.096342175,0.048171087,-0.027227136,5.794095708,0.057205458,-1.748852583
1.40E+18,4.687236,-1.779983,1.097659,0.595257,-0.151007,-0.782081,-0.105909,0.049484,0.009709,-0.034517,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.092851516,0.029321531,-0.020943951,5.810440125,-0.065377667,-1.683474917
1.40E+18,4.687484,-1.779937,1.09744,0.595196,-0.150952,-0.782095,-0.106219,0.049666,0.008874,-0.05314,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.087266463,0.010471976,-0.011170107,5.802267917,-0.114410917,-1.61809725
1.40E+18,4.687732,-1.779895,1.097128,0.595106,-0.150905,-0.782135,-0.106498,0.049413,0.007948,-0.0718,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.078888882,-0.005585054,-0.006283185,5.83495675,-0.155271958,-1.536375167
1.40E+18,4.687977,-1.779857,1.096723,0.594986,-0.150856,-0.782202,-0.106748,0.048611,0.00707,-0.090182,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.06981317,-0.02443461,-0.004886922,5.965712083,-0.171616375,-1.446480875
1.40E+18,4.688217,-1.779823,1.096227,0.594833,-0.1508,-0.782299,-0.10697,0.047368,0.006395,-0.108295,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.058643063,-0.043284165,-0.00418879,5.990228708,-0.138927542,-1.381103208
1.40E+18,4.68845,-1.779792,1.09564,0.594656,-0.15073,-0.782419,-0.10717,0.045938,0.006085,-0.12641,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.050963614,-0.052359878,-0.006981317,5.998400917,-0.057205458,-1.332069958
1.40E+18,4.688676,-1.779762,1.094963,0.594465,-0.150635,-0.782557,-0.107362,0.044481,0.006077,-0.144394,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.04118977,-0.058643063,-0.020245819,6.055606375,-0.024516625,-1.348414375
1.40E+18,4.688896,-1.779731,1.094196,0.594253,-0.150505,-0.782715,-0.107564,0.043322,0.006201,-0.162186,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.041887902,-0.071209433,-0.03700098,6.047434167,0.040861042,-1.446480875
1.40E+18,4.68911,-1.7797,1.093341,0.594009,-0.150351,-0.782899,-0.107791,0.042477,0.0064,-0.180072,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.046774824,-0.085870199,-0.053058009,5.990228708,0.057205458,-1.446480875
1.40E+18,4.689322,-1.779667,1.092395,0.593737,-0.150182,-0.783103,-0.108036,0.042008,0.006472,-0.19814,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.047472956,-0.094945911,-0.060737458,5.93302325,0.057205458,-1.585408417
1.40E+18,4.689532,-1.779635,1.09136,0.59344,-0.15,-0.783329,-0.108291,0.04218,0.006468,-0.216007,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.048869219,-0.109606677,-0.070511302,5.998400917,0.130755333,-1.71616375
1.40E+18,4.689745,-1.779602,1.090236,0.593106,-0.149811,-0.78358,-0.108559,0.042909,0.006597,-0.233588,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.053756141,-0.127758101,-0.076794487,5.990228708,0.196133,-1.806058042
1.40E+18,4.689962,-1.779569,1.089025,0.59274,-0.149625,-0.783855,-0.108835,0.044124,0.00662,-0.250811,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.057246799,-0.140324472,-0.07819075,6.080123,0.171616375,-1.953157792
1.40E+18,4.690187,-1.779537,1.087729,0.592347,-0.149448,-0.784147,-0.109117,0.045643,0.006217,-0.267347,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.063529985,-0.152890842,-0.078888882,6.202706125,0.089894292,-2.0593965
1.40E+18,4.690419,-1.779508,1.086353,0.591933,-0.149276,-0.784453,-0.1094,0.047075,0.00547,-0.283243,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.062133721,-0.160570291,-0.078888882,6.317117042,0.040861042,-2.051224292
1.40E+18,4.690656,-1.779483,1.084898,0.591505,-0.149113,-0.784769,-0.109672,0.048094,0.004551,-0.298709,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.060737458,-0.16824974,-0.070511302,6.398839125,-0.024516625,-1.994018833
1.40E+18,4.690898,-1.779463,1.083367,0.591062,-0.148967,-0.785095,-0.109926,0.048574,0.003377,-0.313602,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.060039326,-0.178721715,-0.062133721,6.578627708,-0.122583125,-1.969502208
1.40E+18,4.691141,-1.779449,1.081764,0.590601,-0.148844,-0.785434,-0.110148,0.048625,0.002214,-0.327877,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.053058009,-0.191288086,-0.043982297,6.676694208,-0.073549875,-1.920468958
1.40E+18,4.691383,-1.77944,1.080089,0.590123,-0.14875,-0.785788,-0.110323,0.04809,0.001388,-0.341955,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.044680429,-0.204552588,-0.025132741,6.725727458,-0.073549875,-1.748852583
1.40E+18,4.69162,-1.779434,1.078345,0.589638,-0.148689,-0.786145,-0.110451,0.046832,0.001109,-0.355807,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.039793507,-0.205948852,-0.002094395,6.856482792,0.032688833,-1.626269458
1.40E+18,4.69185,-1.779427,1.076532,0.589147,-0.148677,-0.786504,-0.110535,0.045027,0.001533,-0.369363,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.039793507,-0.218515222,0.025830873,6.921860458,0.114410917,-1.503686333
1.40E+18,4.692069,-1.779417,1.074651,0.588648,-0.148714,-0.786865,-0.110576,0.042622,0.002618,-0.382953,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.037699112,-0.221307749,0.048171087,6.930032667,0.196133,-1.332069958
1.40E+18,4.692274,-1.779401,1.072702,0.588149,-0.148792,-0.787221,-0.110592,0.039503,0.00391,-0.396709,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.043284165,-0.222704013,0.064228116,6.938204875,0.089894292,-1.217659042
1.40E+18,4.692463,-1.779379,1.070684,0.587651,-0.148906,-0.787572,-0.11059,0.035977,0.004829,-0.410442,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.043982297,-0.224100276,0.079587014,6.9627215,0,-1.258520083
1.40E+18,4.692634,-1.779354,1.068597,0.587155,-0.149044,-0.787919,-0.110571,0.032248,0.005257,-0.424149,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.043284165,-0.223402144,0.087964594,6.946377083,-0.122583125,-1.234003458
1.40E+18,4.692785,-1.779328,1.066442,0.586668,-0.149195,-0.788259,-0.110529,0.028472,0.004913,-0.43801,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.035604717,-0.219213354,0.100530965,6.872827208,-0.2941995,-1.348414375
1.40E+18,4.69292,-1.779306,1.064217,0.586195,-0.14936,-0.788591,-0.110454,0.025359,0.00383,-0.451851,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.027925268,-0.215722696,0.113795467,6.848310583,-0.302371708,-1.593580625
1.40E+18,4.693041,-1.779291,1.061923,0.58573,-0.149543,-0.788916,-0.110346,0.023195,0.00238,-0.465737,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.023038346,-0.216420827,0.129852496,6.733899667,-0.2941995,-1.748852583
1.40E+18,4.693154,-1.779283,1.05956,0.585268,-0.149762,-0.789238,-0.110206,0.021778,0.000601,-0.479707,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.02443461,-0.219911486,0.151494579,6.71755525,-0.318716125,-1.91229675
1.40E+18,4.693261,-1.779286,1.057129,0.584792,-0.150013,-0.789566,-0.110042,0.021011,-0.001463,-0.492785,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.023736478,-0.233175988,0.159174028,6.987238125,-0.310543917,-2.141118583
1.40E+18,4.693365,-1.779298,1.054636,0.584294,-0.150278,-0.789909,-0.109864,0.020852,-0.003355,-0.504307,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.023736478,-0.244346095,0.163362818,7.248748792,-0.171616375,-2.30456275
1.40E+18,4.693471,-1.779317,1.052089,0.583783,-0.150546,-0.790261,-0.109685,0.021226,-0.004516,-0.514504,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.025132741,-0.245044227,0.159872159,7.461226208,0.032688833,-2.40262925
1.40E+18,4.693578,-1.77934,1.049495,0.583266,-0.150805,-0.790619,-0.109505,0.021919,-0.004687,-0.52321,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.019547688,-0.251327412,0.156381501,7.820803375,0.236994042,-2.476179125
1.40E+18,4.69369,-1.779362,1.046861,0.58274,-0.151053,-0.790986,-0.109315,0.022745,-0.003901,-0.530325,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.013264502,-0.254818071,0.155683369,8.09048625,0.400438208,-2.525212375
1.40E+18,4.693805,-1.779378,1.044194,0.582209,-0.151288,-0.79136,-0.109115,0.023291,-0.002524,-0.536372,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.007679449,-0.257610598,0.152192711,8.278447042,0.408610417,-2.443490292
1.40E+18,4.693922,-1.779387,1.041499,0.581684,-0.151505,-0.791733,-0.108909,0.023326,-0.001234,-0.541533,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0,-0.249931149,0.146607657,8.474580042,0.286027292,-2.484351333
1.40E+18,4.694037,-1.779391,1.03878,0.581173,-0.151689,-0.792103,-0.108689,0.02293,-0.000481,-0.546096,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.017453293,-0.245742359,0.140324472,8.523613292,0.138927542,-2.459834708
1.40E+18,4.69415,-1.779393,1.036038,0.580679,-0.151823,-0.792474,-0.108441,0.022214,-0.000268,-0.550798,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.043284165,-0.238761042,0.129154365,8.425546792,0.032688833,-2.4516625
1.40E+18,4.694259,-1.779395,1.03327,0.5802,-0.151899,-0.792846,-0.108176,0.021405,-0.000382,-0.556328,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.057246799,-0.234572251,0.112399204,8.196724958,0,-2.394457042
1.40E+18,4.694364,-1.779397,1.030472,0.579735,-0.151923,-0.793219,-0.107909,0.020627,-0.000588,-0.562765,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.070511302,-0.224798408,0.097738438,8.065969625,0,-2.386284833
1.40E+18,4.694466,-1.779401,1.027641,0.579279,-0.151914,-0.793591,-0.10764,0.019983,-0.000731,-0.569818,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.074700092,-0.226892803,0.093549648,7.9433865,0.040861042,-2.378112625
1.40E+18,4.694564,-1.779405,1.024772,0.578826,-0.151888,-0.793963,-0.107364,0.019333,-0.001152,-0.577596,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.083077672,-0.222005881,0.090757121,7.771770125,-0.106238708,-2.353596
1.40E+18,4.694659,-1.779414,1.021864,0.578389,-0.151865,-0.794326,-0.107068,0.018692,-0.002251,-0.585787,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.087266463,-0.215024564,0.107512282,7.7472535,-0.212477417,-2.443490292
1.40E+18,4.694752,-1.779429,1.018915,0.577973,-0.151874,-0.794672,-0.10674,0.018206,-0.003661,-0.593856,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.089360858,-0.207345115,0.129154365,7.779942333,-0.204305208,-2.484351333
1.40E+18,4.694842,-1.77945,1.015926,0.577585,-0.151922,-0.794992,-0.106389,0.017954,-0.00488,-0.601669,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.085870199,-0.191986218,0.148003921,7.820803375,-0.114410917,-2.549729
1.40E+18,4.694933,-1.779476,1.0129,0.577225,-0.152014,-0.795284,-0.106034,0.018312,-0.005479,-0.608824,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.071907565,-0.180117979,0.166155345,7.984247542,0.106238708,-2.713173167
1.40E+18,4.695027,-1.779502,1.00984,0.576886,-0.152168,-0.795546,-0.105692,0.019365,-0.004959,-0.615077,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.049567351,-0.16824974,0.185703032,8.131347292,0.392266,-2.770378625
1.40E+18,4.695128,-1.779522,1.006751,0.576559,-0.152388,-0.795783,-0.105375,0.020994,-0.003163,-0.620701,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.02443461,-0.16406095,0.201760062,8.213069375,0.653776667,-2.835756292
1.40E+18,4.695237,-1.779532,1.003635,0.576227,-0.152671,-0.796007,-0.105091,0.022783,-0.000603,-0.625544,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.002094395,-0.166853476,0.210835774,8.441891208,0.6864655,-2.835756292
1.40E+18,4.695355,-1.779528,1.000499,0.575877,-0.152997,-0.796229,-0.104852,0.024243,0.002196,-0.628869,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.026529005,-0.17243853,0.207345115,8.834157208,0.678293292,-2.89296175
1.40E+18,4.695478,-1.77951,0.997351,0.575508,-0.153327,-0.796457,-0.104669,0.025142,0.004951,-0.630474,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.04118977,-0.175231057,0.185004901,9.152873333,0.572054583,-2.876617333
1.40E+18,4.695604,-1.779479,0.994197,0.575135,-0.15362,-0.796686,-0.104551,0.025272,0.007321,-0.630743,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.051661746,-0.16406095,0.153588974,9.406211792,0.408610417,-2.860272917
1.40E+18,4.69573,-1.779438,0.991046,0.574771,-0.153847,-0.796912,-0.10449,0.024974,0.009269,-0.630019,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.046076692,-0.155683369,0.117984257,9.553311542,0.34323275,-2.925650583
1.40E+18,4.695854,-1.779387,0.987898,0.574421,-0.153988,-0.79714,-0.104467,0.024782,0.011187,-0.628921,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.034208453,-0.144513262,0.082379541,9.528794917,0.408610417,-2.966511625
1.40E+18,4.695978,-1.779326,0.984755,0.574094,-0.154033,-0.797366,-0.104479,0.02488,0.013137,-0.628329,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.021642083,-0.127758101,0.042586034,9.324489708,0.400438208,-2.974683833
1.40E+18,4.696104,-1.779256,0.981613,0.573778,-0.153985,-0.797596,-0.10453,0.025255,0.01474,-0.628476,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.015358897,-0.126361838,0.005585054,9.193734375,0.326888333,-3.031889292
1.40E+18,4.696232,-1.77918,0.978468,0.573463,-0.153852,-0.797837,-0.104616,0.025891,0.015664,-0.629474,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,-0.003490659,-0.121474916,-0.0286234,8.932223708,0.196133,-3.064578125
1.40E+18,4.696363,-1.779103,0.975315,0.573154,-0.153646,-0.798086,-0.104713,0.02652,0.015325,-0.631655,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.012566371,-0.117984257,-0.046774824,8.67888525,-0.130755333,-3.064578125
1.40E+18,4.696497,-1.77903,0.972149,0.572852,-0.153387,-0.798342,-0.104795,0.027135,0.013572,-0.634764,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.032114058,-0.117984257,-0.056548668,8.507268875,-0.318716125,-3.146300208
1.40E+18,4.696634,-1.778969,0.968966,0.572556,-0.153101,-0.798605,-0.104831,0.027809,0.011127,-0.638551,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.055152404,-0.120078653,-0.042586034,8.376513542,-0.367749375,-3.105439167
1.40E+18,4.696775,-1.778919,0.965762,0.572283,-0.152824,-0.798858,-0.104797,0.028494,0.008759,-0.643069,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.074700092,-0.108908545,-0.015358897,8.229413792,-0.277855083,-3.056405917
1.40E+18,4.696919,-1.77888,0.962535,0.572047,-0.152603,-0.799086,-0.104672,0.029243,0.006966,-0.647804,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.090757121,-0.100530965,0.040491639,8.311135875,-0.138927542,-3.031889292
1.40E+18,4.697067,-1.778847,0.959285,0.57185,-0.152473,-0.79928,-0.104454,0.030036,0.005882,-0.652048,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.093549648,-0.087266463,0.092851516,8.441891208,-0.008172208,-3.048233708
1.40E+18,4.69722,-1.778819,0.956015,0.571692,-0.15245,-0.799435,-0.104165,0.030876,0.005387,-0.65587,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.089360858,-0.076096355,0.150098316,8.490924458,0.081722083,-3.031889292
1.40E+18,4.697376,-1.778794,0.952728,0.57157,-0.152532,-0.799552,-0.103822,0.031559,0.004937,-0.659157,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.080983277,-0.060737458,0.191288086,8.662540833,-0.024516625,-3.064578125
1.40E+18,4.697535,-1.778771,0.949426,0.571485,-0.152684,-0.799632,-0.103452,0.03195,0.00418,-0.66171,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.076096355,-0.046076692,0.215722696,8.785123958,-0.089894292,-3.072750333
1.40E+18,4.697695,-1.778752,0.946112,0.571422,-0.152873,-0.799689,-0.103077,0.032095,0.003188,-0.663763,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.067718775,-0.039095375,0.221307749,8.866846042,-0.163444167,-3.080922542
1.40E+18,4.697855,-1.778739,0.94279,0.571363,-0.153063,-0.799739,-0.102738,0.032187,0.002153,-0.665065,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.053058009,-0.036302848,0.20106193,9.07115125,-0.130755333,-3.162644625
1.40E+18,4.698017,-1.77873,0.939465,0.571293,-0.153227,-0.799793,-0.102459,0.032541,0.001373,-0.665037,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.039793507,-0.038397244,0.175929189,9.349006333,-0.04903325,-3.317916583
1.40E+18,4.698182,-1.778725,0.936142,0.571208,-0.153349,-0.799857,-0.102254,0.033444,0.000858,-0.664065,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.02443461,-0.037699112,0.138230077,9.373522958,0.032688833,-3.448671917
1.40E+18,4.698352,-1.778722,0.932825,0.571113,-0.153408,-0.799929,-0.102131,0.034509,0.00008,-0.662784,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.015358897,-0.033510322,0.095644043,9.430728417,-0.130755333,-3.456844125
1.40E+18,4.698527,-1.778726,0.929515,0.571008,-0.153392,-0.800014,-0.102073,0.035509,-0.001627,-0.661327,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.016755161,-0.035604717,0.058643063,9.398039583,-0.326888333,-3.57942725
1.40E+18,4.698707,-1.778741,0.926211,0.570896,-0.153313,-0.800113,-0.102045,0.036656,-0.004292,-0.659925,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.025132741,-0.035604717,0.039793507,9.340834125,-0.465815875,-3.636632708
1.40E+18,4.698894,-1.778771,0.922914,0.570799,-0.153182,-0.800213,-0.102002,0.037986,-0.007698,-0.659008,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.051661746,-0.02443461,0.03281219,9.152873333,-0.572054583,-3.685665958
1.40E+18,4.699088,-1.77882,0.91962,0.570725,-0.153001,-0.80031,-0.101924,0.039767,-0.011774,-0.658717,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.07400196,-0.018849556,0.025830873,9.013945792,-0.645604458,-3.808249083
1.40E+18,4.699293,-1.778889,0.916326,0.570665,-0.152781,-0.80041,-0.101804,0.042171,-0.016059,-0.658973,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.097738438,-0.019547688,0.027925268,8.858673833,-0.555710167,-3.865454542
1.40E+18,4.699511,-1.778979,0.913028,0.570609,-0.152543,-0.800518,-0.101629,0.045016,-0.020001,-0.660148,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.118682389,-0.025132741,0.039095375,8.629852,-0.449471458,-3.800076875
1.40E+18,4.699744,-1.779088,0.909722,0.570551,-0.152308,-0.800634,-0.101395,0.048001,-0.023588,-0.662231,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.134041287,-0.032114058,0.055152404,8.515441083,-0.400438208,-3.751043625
1.40E+18,4.699991,-1.779214,0.906405,0.570483,-0.152097,-0.80076,-0.101099,0.05085,-0.02668,-0.664593,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.147305789,-0.045378561,0.080983277,8.564474333,-0.286027292,-3.652977125
1.40E+18,4.700251,-1.779353,0.903076,0.570398,-0.151936,-0.800897,-0.100734,0.053139,-0.02897,-0.666847,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.154287106,-0.060039326,0.115889862,8.662540833,-0.187960792,-3.465016333
1.40E+18,4.70052,-1.779502,0.899737,0.570303,-0.151832,-0.801037,-0.100311,0.054425,-0.030584,-0.66875,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.157777764,-0.06562438,0.143116999,8.850501625,-0.187960792,-3.260711125
1.40E+18,4.700793,-1.779657,0.896391,0.570206,-0.151776,-0.801175,-0.099848,0.054699,-0.031439,-0.669645,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.157777764,-0.068416907,0.16406095,9.201906583,-0.065377667,-3.146300208
1.40E+18,4.701065,-1.779814,0.893043,0.570114,-0.15175,-0.801305,-0.099369,0.054291,-0.031372,-0.66945,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.153588974,-0.063529985,0.171740398,9.389867375,0.040861042,-3.048233708
1.40E+18,4.701334,-1.779969,0.889697,0.570035,-0.151731,-0.801421,-0.098916,0.053371,-0.030458,-0.668945,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.138928208,-0.050963614,0.159174028,9.422556208,0.163444167,-2.901133958
1.40E+18,4.701598,-1.780117,0.886354,0.569957,-0.151709,-0.801528,-0.098531,0.052048,-0.028987,-0.668467,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.11100294,-0.050265482,0.140324472,9.455245042,0.179788583,-2.835756292
1.40E+18,4.701854,-1.780258,0.883012,0.569859,-0.151686,-0.80164,-0.098227,0.05056,-0.027214,-0.668164,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.084473936,-0.056548668,0.119380521,9.389867375,0.24516625,-2.786723042
1.40E+18,4.702104,-1.780389,0.879671,0.569734,-0.15166,-0.801761,-0.098004,0.049348,-0.025449,-0.668351,-0.003172,0.021267,0.078502,-0.025266,0.136697,0.075594,0.058643063,-0.060737458,0.09843657,9.234595417,0.212477417,-2.876617333
